batch_id;cluster;ort;branche_code;branche;firmenname;rechtsform;strasse;plz;standort;telefon;geschaeftliche_email;website;kontaktseite_url;impressum_url;ansprechpartner;ansprechpartner_rolle;primaere_quellen_url;sekundaere_quellen_url;abrufdatum;mitarbeiterstatus;duplikat_status;notizen
O-WRN-FM-B01;Ostharz;Wernigerode;FM;Hausmeister-/Facility-Service;Sven Morenz Immobilien;Einzelunternehmen;Albert-Bartels-Straße 13a;38855;Wernigerode;0175 5920585;info@sven-morenz-immobilien.de;https://www.sven-morenz-immobilien.de;https://www.sven-morenz-immobilien.de/kontakt;https://www.sven-morenz-immobilien.de/impressum;Sven Morenz;Inhaber;https://www.sven-morenz-immobilien.de/impressum;https://www.trustlocal.de;20.08.2026;≤20 bestätigt;kein_duplikat;Immobilienbetreuung mit eigenem Hausmeisterservice & Außenpflege
O-WRN-GL-B01;Ostharz;Wernigerode;GL;Garten- und Landschaftsbau;Mitschurin Galabau & Technik GmbH;GmbH;Dornbergsweg 38;38855;Wernigerode;03943 264510;galabau@mitschurin.de;https://www.galabau-wernigerode.de;https://www.galabau-wernigerode.de;https://www.mitschurin.de;Christian Reinecke;Geschäftsführer;https://www.galabau-wernigerode.de;https://www.mitschurin.de;20.08.2026;≤20 bestätigt;kein_duplikat;Gewerblicher und privater GaLaBau, Außenanlagen, Pflasterung
O-WRN-GL-B01;Ostharz;Wernigerode;GL;Garten- und Landschaftsbau;Daniel Raeder Garten- und Landschaftsbau;Einzelunternehmen;Martin-Heinrich-Klaproth-Straße 31;38855;Wernigerode;03943 22314;raeder-galabau@t-online.de;https://www.galabau-raeder.de;https://www.galabau-raeder.de;https://www.galabau-raeder.de;Daniel Raeder;Inhaber;https://www.galabau-raeder.de;https://www.dasoertliche.de;20.08.2026;≤20 bestätigt;kein_duplikat;Pflasterarbeiten, Teichbau, Zaunbau, Baggerarbeiten, Pflege
O-WRN-GL-B01;Ostharz;Wernigerode;GL;Garten- und Landschaftsbau;Der Gärtner Lars Wetzig GmbH;GmbH;Albert-Bartels-Straße 15;38855;Wernigerode;03943 6959592;gala-wetzig@t-online.de;https://www.der-gaertner-lars-wetzig.de;https://www.der-gaertner-lars-wetzig.de;https://www.der-gaertner-lars-wetzig.de/impressum;Lars Wetzig;Geschäftsführer;https://www.der-gaertner-lars-wetzig.de/impressum;https://www.gartenbau.org;20.08.2026;≤20 bestätigt;kein_duplikat;Gartengestaltung Holz/Stein, Bewässerungsanlagen, Baumpflege
O-WRN-GL-B01;Ostharz;Wernigerode;GL;Garten- und Landschaftsbau;Baumdienst Wolke & Partner;GbR / Einzelunternehmen;Bei den Schlehen 25;38855;Wernigerode OT Silstedt;0177 7289473;;;;;Martin Wolke;Inhaber / Partner;https://www.gartenbau.org;https://www.dasoertliche.de;20.08.2026;≤20 bestätigt;kein_duplikat;Landschaftsgärtner, Baumpflege, Fällungen, Gartenpflege
O-WRN-GL-B01;Ostharz;Wernigerode;GL;Garten- und Landschaftsbau;Gärtnerei Wolfgang Bergfeld;Einzelunternehmen;Sandbrink 18;38855;Wernigerode;03943 632731;;;;;Wolfgang Bergfeld;Inhaber;https://www.gelbeseiten.de;https://www.dastelefonbuch.de;20.08.2026;≤20 bestätigt;kein_duplikat;Garten- und Landschaftsbau, Friedhofsgärtnerei, Bepflanzung
O-WRN-GL-B01;Ostharz;Wernigerode;GL;Garten- und Landschaftsbau;Baumservice Wernigerode;Einzelunternehmen;Georgiistr. 1 B;38855;Wernigerode;0160 97009717;;;;;;;https://www.gelbeseiten.de;https://www.meinestadt.de;20.08.2026;unbekannt;kein_duplikat;Spezialisierter Baumpflegebetrieb für Baumarbeiten
O-WRN-GL-B01;Ostharz;Wernigerode;GL;Garten- und Landschaftsbau;Michael Schmidt Wald & Flur Baum- und Landschaftspflege;Einzelunternehmen;Mühlental 57;38855;Wernigerode;03943 502098;;;;;Michael Schmidt;Inhaber;https://www.gelbeseiten.de;https://www.gartenbau.org;20.08.2026;≤20 bestätigt;kein_duplikat;Baum- und Landschaftspflege, Baggerarbeiten, Sachverständiger
O-WRN-SHK-B01;Ostharz;Wernigerode;SHK;Sanitär, Heizung, Klima;Firma Götze;Einzelunternehmen;Friedrichstraße 14;38855;Wernigerode;03943 632360;info@goetze-wr.de;https://www.goetze-wr.de;https://www.goetze-wr.de;https://www.goetze-wr.de;Andreas Götze;Inhaber;https://www.goetze-wr.de;https://www.wasserwaermeluft.de;20.08.2026;≤20 bestätigt;kein_duplikat;Heizungsbau, Sanitärinstallation, Badsanierung, Solartechnik
O-WRN-SHK-B01;Ostharz;Wernigerode;SHK;Sanitär, Heizung, Klima;Nick Meinecke Heizung & Sanitär;Einzelunternehmen;Brockenblick 4;38855;Wernigerode OT Reddeber;03943 607474;info@nm-heizung.de;https://www.nm-heizung.de;https://www.nm-heizung.de;https://www.nm-heizung.de;Nick Meinecke;Inhaber;https://www.nm-heizung.de;https://www.wasserwaermeluft.de;20.08.2026;≤20 bestätigt;kein_duplikat;Heizung, Lüftung, Bad/Sanitär, Solar, Wartung
O-WRN-SHK-B01;Ostharz;Wernigerode;SHK;Sanitär, Heizung, Klima;Ralf Posselt Sanitär-Heizung-Solaranlagen;Einzelunternehmen;Friederikental 2;38855;Wernigerode;03943 632296;;https://www.posselt-heizung.de;https://www.posselt-heizung.de;https://www.posselt-heizung.de;Ralf Posselt;Inhaber;https://www.posselt-heizung.de;https://www.wasserwaermeluft.de;20.08.2026;≤20 bestätigt;kein_duplikat;Sanitär- und Heizungsinstallation, Solarthermie
O-WRN-SHK-B01;Ostharz;Wernigerode;SHK;Sanitär, Heizung, Klima;IMO Gebäudetechnik Wernigerode GmbH;GmbH;Zaunwiese 6;38855;Wernigerode;03943 55390;info@imo-wernigerode.de;https://www.imo-wernigerode.de;https://www.imo-wernigerode.de;https://www.imo-wernigerode.de;Ingo Möller;Geschäftsführer;https://www.imo-wernigerode.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Heizungsbau, Klima- und Lüftungstechnik, Sanitär
O-WRN-SHK-B01;Ostharz;Wernigerode;SHK;Sanitär, Heizung, Klima;Marquardt - Haustechnik;Einzelunternehmen;Plemnitzstraße 28;38855;Wernigerode;03943 633190;;;;;Holger Saatze;Inhaber;https://www.dasoertliche.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Sanitär-, Heizungs- und Klimainstallation
O-WRN-SHK-B01;Ostharz;Wernigerode;SHK;Sanitär, Heizung, Klima;Frosch Installationen;Einzelunternehmen;Am Galgenberg 31;38855;Wernigerode;03943 605151;;;;;Axel Frosch;Inhaber;https://www.dasoertliche.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Heizungs-, Sanitär- und Klimatechnik
O-WRN-SHK-B01;Ostharz;Wernigerode;SHK;Sanitär, Heizung, Klima;Bergmann Hagen Heizung- und Sanitärinstallation;Einzelunternehmen;Friederikental 12 A;38855;Wernigerode;03943 634477;;;;;Hagen Bergmann;Inhaber;https://www.dasoertliche.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Heizungs- und Sanitärinstallation, Haustechnik
O-WRN-SHK-B01;Ostharz;Wernigerode;SHK;Sanitär, Heizung, Klima;Enrico Richter Sanitär Heizung Solar;Einzelunternehmen;Rosa-Luxemburg-Straße 27;38855;Wernigerode;03943 632420;;;;;Enrico Richter;Inhaber;https://www.dasoertliche.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Sanitärinstallation, Heizung, Solar, Regenwassernutzung
O-WRN-SHK-B01;Ostharz;Wernigerode;SHK;Sanitär, Heizung, Klima;Adenstedt-Randolff GmbH;GmbH;Friedrichstraße 130;38855;Wernigerode;03943 632314;;;;;Frank Randolff;Geschäftsführer;https://www.dasoertliche.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Sanitär, Heizung, Bauklempnerei
O-WRN-SHK-B01;Ostharz;Wernigerode;SHK;Sanitär, Heizung, Klima;Laue GmbH Heizung Sanitär;GmbH;Grüne Str. 8;38855;Wernigerode;03943 632128;;;;;;;https://www.dasoertliche.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Heizungs- und Sanitärtechnik
O-WRN-SHK-B01;Ostharz;Wernigerode;SHK;Sanitär, Heizung, Klima;Guido Hotopp Heizung- und Sanitärbetrieb;Einzelunternehmen;Friedenstr. 1;38855;Wernigerode OT Benzingerode;03943 634120;;;;;Guido Hotopp;Inhaber;https://www.dasoertliche.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Heizung- und Sanitärbetrieb in Benzingerode
O-WRN-SHK-B01;Ostharz;Wernigerode;SHK;Sanitär, Heizung, Klima;Ing. D. Raubald GmbH;GmbH;Weinbergstraße 23;38855;Wernigerode;03943 632335;;;;;Dirk Raubald;Geschäftsführer;https://www.gelbeseiten.de;https://www.dastelefonbuch.de;20.08.2026;≤20 bestätigt;kein_duplikat;Heizung, Lüftung, Sanitär, Haustechnik
O-WRN-SHK-B01;Ostharz;Wernigerode;SHK;Sanitär, Heizung, Klima;HSE Grüttner GmbH;GmbH;Benzingeröder Chaussee 41;38855;Wernigerode;03943 44658;info@hse-gruettner.de;https://www.hse-gruettner.de;https://www.hse-gruettner.de;https://www.hse-gruettner.de;Axel Grüttner;Geschäftsführer;https://www.hse-gruettner.de;https://www.northdata.de;20.08.2026;≤20 bestätigt;kein_duplikat;Heizung, Sanitär, Elektro, erneuerbare Energien
O-WRN-EL-B01;Ostharz;Wernigerode;EL;Elektro;Elektro-IMO GmbH;GmbH;Zaunwiese 6;38855;Wernigerode;03943 55390;info@elektro-imo.de;https://www.elektro-imo.de;https://www.elektro-imo.de;https://www.elektro-imo.de;Ingo Möller;Geschäftsführer;https://www.elektro-imo.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Elektroinstallationen, EIB/KNX, Datentechnik, Industriemontagen
O-WRN-EL-B01;Ostharz;Wernigerode;EL;Elektro;Elektro Gattermann GmbH;GmbH;Breite Str. 41;38855;Wernigerode;03943 632371;info@elektro-gattermann.de;https://www.elektro-gattermann.de;https://www.elektro-gattermann.de;https://www.elektro-gattermann.de;Ralf Gattermann;Geschäftsführer;https://www.elektro-gattermann.de;https://www.dasoertliche.de;20.08.2026;≤20 bestätigt;kein_duplikat;Elektroinstallationen, Beleuchtungsanlagen, Gebäudeautomation
O-WRN-EL-B01;Ostharz;Wernigerode;EL;Elektro;HIS - Harzer Industrie Service GmbH;GmbH;Dornbergsweg 43;38855;Wernigerode;03943 905000;info@his-wernigerode.de;https://www.his-wernigerode.de;https://www.his-wernigerode.de;https://www.his-wernigerode.de;René Schubert;Geschäftsführer;https://www.his-wernigerode.de;https://www.creditreform.de;20.08.2026;≤20 bestätigt;kein_duplikat;Gewerbliche Elektroinstallation, Photovoltaik, Schaltanlagenbau
O-WRN-EL-B01;Ostharz;Wernigerode;EL;Elektro;Nordharzer Elektrotechnik GmbH;GmbH;Dornbergsweg 31;38855;Wernigerode;03943 69120;info@nhe-gmbh.de;https://www.nhe-gmbh.de;https://www.nhe-gmbh.de;https://www.nhe-gmbh.de;Uwe Weiß;Geschäftsführer;https://www.nhe-gmbh.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Industrieautomation, Antriebstechnik, Schaltschrankbau
O-WRN-EL-B01;Ostharz;Wernigerode;EL;Elektro;Wilfried Kahler Elektromeisterbetrieb;Einzelunternehmen;Hasenwinkel 4;38855;Wernigerode;03943 601330;;;;;Wilfried Kahler;Inhaber;https://www.dasoertliche.de;https://www.elektriker.org;20.08.2026;≤20 bestätigt;kein_duplikat;Allgemeine Elektroinstallation, Smart Home, Haustechnik
O-WRN-EL-B01;Ostharz;Wernigerode;EL;Elektro;Elektro Ewert GbR;GbR;Ziegeleistr. 6;38855;Wernigerode OT Benzingerode;03943 632832;;;;;Frank Ewert;Inhaber / Gesellschafter;https://www.dasoertliche.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Elektroinstallationen, Lichttechnik, Reparaturen
O-WRN-EL-B01;Ostharz;Wernigerode;EL;Elektro;Steffen Diekmann Elektroinstallation;Einzelunternehmen;Lange Hecke 35;38855;Wernigerode;03943 605650;;;;;Steffen Diekmann;Inhaber;https://www.dasoertliche.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Elektroinstallationen im Wohn- und Gewerbebau
O-WRN-EL-B01;Ostharz;Wernigerode;EL;Elektro;Elektrohandwerksmeister Henry Kleemann;Einzelunternehmen;Blankenburger Str. 3;38855;Wernigerode OT Benzingerode;03943 634880;;;;;Henry Kleemann;Inhaber;https://www.dasoertliche.de;https://www.dastelefonbuch.de;20.08.2026;≤20 bestätigt;kein_duplikat;Elektromeisterbetrieb, Haus- und Gewerbeinstallation
O-WRN-EL-B01;Ostharz;Wernigerode;EL;Elektro;EML GmbH;GmbH;Unterm Wulfhorn 1;38855;Wernigerode;03943 500697;;;;;Rene Leiß;Geschäftsführer;https://www.dasoertliche.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Elektromontagen, Haustechnik, Gewerbeinstallation
O-WRN-EL-B01;Ostharz;Wernigerode;EL;Elektro;Elektro-Bartel;Einzelunternehmen;Am Horstberg 1;38855;Wernigerode;03943 632810;;;;;;;https://www.dasoertliche.de;https://www.dastelefonbuch.de;20.08.2026;unbekannt;kein_duplikat;Elektroinstallationen und Reparaturen
O-WRN-EL-B01;Ostharz;Wernigerode;EL;Elektro;Huch Elektro;Einzelunternehmen;Am Galgenberg 5;38855;Wernigerode;03943 605177;;;;;Stefan Christiansen;Inhaber;https://www.dasoertliche.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Elektroinstallationen und Elektroservice
O-WRN-EL-B01;Ostharz;Wernigerode;EL;Elektro;Elektrotechnik-Ponndorf;Einzelunternehmen;Wernigeröder Str. 12;38855;Wernigerode OT Minsleben;03943 248231;;;;;Karsten Ponndorf;Inhaber;https://www.dasoertliche.de;https://www.werkenntdenbesten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Elektrotechnik, Kundendienst, Installationen in Minsleben
O-WRN-DZ-B01;Ostharz;Wernigerode;DZ;Dachdecker/Zimmerei;RAUE-Bedachungen GmbH;GmbH;An der Holtemme 17;38855;Wernigerode;03943 21528;info@dachdecker-raue.de;https://www.dachdecker-raue.de;https://www.dachdecker-raue.de;https://www.dachdecker-raue.de/impressum;Mario Raue;Geschäftsführer;https://www.dachdecker-raue.de/impressum;https://www.werkenntdenbesten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Flachdach, Steildach, Abdichtungen, Fassadenarbeiten, Spengler
O-WRN-DZ-B01;Ostharz;Wernigerode;DZ;Dachdecker/Zimmerei;Thomas Könnecke Dachdeckerei & Bauklempnerei;Einzelunternehmen;Mühlental 55;38855;Wernigerode;03943 248472;info@bauklempnerei-harz.de;https://www.bauklempnerei-harz.de;https://www.bauklempnerei-harz.de;https://www.bauklempnerei-harz.de;Thomas Könnecke;Inhaber;https://www.bauklempnerei-harz.de;https://www.dachdecker.com;20.08.2026;≤20 bestätigt;kein_duplikat;Dachsanierung, Steildach, Flachdach, Bauklempnerei
O-WRN-DZ-B01;Ostharz;Wernigerode;DZ;Dachdecker/Zimmerei;Dachdecker Spengler Nico Hübner;Einzelunternehmen;Friedenstraße 6;38855;Wernigerode OT Benzingerode;03943 632970;;;;;Nico Hübner;Inhaber;https://www.dasoertliche.de;https://www.werkenntdenbesten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Dachdeckerei, Fassadensanierung, Spenglerei in Benzingerode
O-WRN-DZ-B01;Ostharz;Wernigerode;DZ;Dachdecker/Zimmerei;Rolf-Günter Kaufmann Dachdeckerfachbetrieb;Einzelunternehmen;Benzingeröder Chaussee 78;38855;Wernigerode;03943 632826;;;;;Rolf-Günter Kaufmann;Inhaber;https://www.dasoertliche.de;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Dachdeckerarbeiten, Dacheindeckung, Reparaturen
O-WRN-DZ-B01;Ostharz;Wernigerode;DZ;Dachdecker/Zimmerei;Gebrüder Meyer GbR Dachdeckermeister;GbR;Kantstraße 112 E;38855;Wernigerode;03943 632288;;https://www.gebrueder-meyer-gbr.de;https://www.gebrueder-meyer-gbr.de;https://www.gebrueder-meyer-gbr.de;Walter Meyer;Gesellschafter / Meister;https://www.gebrueder-meyer-gbr.de;https://www.dasoertliche.de;20.08.2026;≤20 bestätigt;kein_duplikat;Traditioneller Dachdeckerbetrieb, Steildach, Schiefer
O-WRN-DZ-B01;Ostharz;Wernigerode;DZ;Dachdecker/Zimmerei;Kurt Schwarze Dachdeckerbetrieb;Einzelunternehmen;Seigerhüttenweg 10;38855;Wernigerode;03943 632194;;;;;Kurt Schwarze;Inhaber;https://www.werkenntdenbesten.de;https://www.dastelefonbuch.de;20.08.2026;≤20 bestätigt;kein_duplikat;Dacheindeckung, Dachreparaturen, Dachwartung
O-WRN-DZ-B01;Ostharz;Wernigerode;DZ;Dachdecker/Zimmerei;Maik Seil Dachdeckermeister;Einzelunternehmen;Holzweg 6;38855;Wernigerode OT Silstedt;03943 248670;;;;;Maik Seil;Inhaber;https://www.dasoertliche.de;https://www.werkenntdenbesten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Dachdeckermeisterbetrieb in Silstedt
O-WRN-DZ-B01;Ostharz;Wernigerode;DZ;Dachdecker/Zimmerei;Thomas Pönitz Dachdeckerei;Einzelunternehmen;Kohlgartenstraße 63A;38855;Wernigerode;03943 605330;;;;;Thomas Pönitz;Inhaber;https://www.werkenntdenbesten.de;https://www.dasoertliche.de;20.08.2026;≤20 bestätigt;kein_duplikat;Dachdecker- und Klempnerarbeiten
O-WRN-DZ-B01;Ostharz;Wernigerode;DZ;Dachdecker/Zimmerei;Kiese & Becker GmbH Zimmerei und Bautischlerei;GmbH;Büchtingenstraße 22;38855;Wernigerode;03943 261838;info@kiese-becker-zimmerei.de;https://www.kiese-becker-zimmerei.de;https://www.kiese-becker-zimmerei.de;https://www.kiese-becker-zimmerei.de/impressum;Jens Becker;Geschäftsführer;https://www.kiese-becker-zimmerei.de/impressum;https://www.gelbeseiten.de;20.08.2026;≤20 bestätigt;kein_duplikat;Holzbau, Fachwerksanierung, Dachstühle, Carports, Bautischlerei
O-WRN-DZ-B01;Ostharz;Wernigerode;DZ;Dachdecker/Zimmerei;Die Zimmerer Ralph Moock;Einzelunternehmen;Feldstraße 29;38855;Wernigerode;03943 607140;;;;;Ralph Moock;Inhaber;https://www.gelbeseiten.de;https://www.dasoertliche.de;20.08.2026;≤20 bestätigt;kein_duplikat;Zimmerei, Holzbau, Dachkonstruktionen, Sanierung
O-WRN-DZ-B01;Ostharz;Wernigerode;DZ;Dachdecker/Zimmerei;Jörg Hoffmeister Zimmerei;Einzelunternehmen;Friedrichstraße 66;38855;Wernigerode;03943 632860;;;;;Jörg Hoffmeister;Inhaber;https://www.gelbeseiten.de;https://www.dastelefonbuch.de;20.08.2026;≤20 bestätigt;kein_duplikat;Zimmererarbeiten, Dachausbau, Holzkonstruktionen
O-WRN-DZ-B01;Ostharz;Wernigerode;DZ;Dachdecker/Zimmerei;Eckhard Wermuth Dachdeckerei;Einzelunternehmen;Wasserstraße 3;38855;Wernigerode;03943 633112;;;;;Eckhard Wermuth;Inhaber;https://www.heinze.de;https://www.dasoertliche.de;20.08.2026;≤20 bestätigt;kein_duplikat;Dachdeckerei, Holzbau, Zimmereileistungen
O-WRN-BS-B01;Ostharz;Wernigerode;BS;Bau/Sanierung;Meyer Bau Wernigerode GmbH;GmbH;Stilles Wasser 2 E;38855;Wernigerode;03943 905291;;http://www.meyer-bau-wernigerode.de;http://www.meyer-bau-wernigerode.de;http://www.meyer-bau-wernigerode.de;Uwe Meyer;Geschäftsführer;http://www.meyer-bau-wernigerode.de;https://www.dasoertliche.de;20.08.2026;≤20 bestätigt;kein_duplikat;Hochbau, Tiefbau, Pflasterarbeiten, Rohbau
O-WRN-BS-B01;Ostharz;Wernigerode;BS;Bau/Sanierung;CKS-Bau GmbH;GmbH;Martin-Heinrich-Klaproth-Straße 22;38855;Wernigerode;03943 55920;info@cks-bau.de;http://www.cks-bau.de;http://www.cks-bau.de;http://www.cks-bau.de;Carsten Könnecke;Geschäftsführer;http://www.cks-bau.de;https://www.creditreform.de;20.08.2026;≤20 bestätigt;kein_duplikat;Straßen- und Tiefbau, Erdarbeiten, Pflasterung
O-WRN-BS-B01;Ostharz;Wernigerode;BS;Bau/Sanierung;Hoch- und Tiefbau GmbH Tschepella;GmbH;Gutshof 2;38855;Wernigerode OT Minsleben;03943 43100;;;;;Kersten Tschepella;Geschäftsführer;https://www.cylex.de;https://www.bauunternehmen.org;20.08.2026;≤20 bestätigt;kein_duplikat;Hochbau, Tiefbau, Maurer- und Betonarbeiten
O-WRN-BS-B01;Ostharz;Wernigerode;BS;Bau/Sanierung;Baugeschäft Kai-Ulrich Tautz GmbH;GmbH;Mühlental 17;38855;Wernigerode;03943 601240;;;;;Kai-Ulrich Tautz;Geschäftsführer;https://www.werkenntdenbesten.de;https://www.dasoertliche.de;20.08.2026;≤20 bestätigt;kein_duplikat;Baugeschäft, Hoch- und Tiefbau, Maurerarbeiten
O-WRN-BS-B01;Ostharz;Wernigerode;BS;Bau/Sanierung;WMB Hoch- und Tiefbau GmbH;GmbH;Im Großen Horn 5;38855;Wernigerode;03943 605880;;;;;;;https://www.dastelefonbuch.de;https://www.bauunternehmen.org;20.08.2026;≤20 bestätigt;kein_duplikat;Hoch- und Tiefbauunternehmen
